SMILES,frag_list,LogWS
COCN(C(=O)CCl)c1c(CC)cccc1CC,"[238.099, 240.095, 270.125, 162.127, 238.099, 240.095, 162.127, 147.103, 163.13, 147.103, 132.08, 162.127, 132.08, 147.103, 117.057, 238.1, 224.084, 162.128, 238.099, 270.125, 162.127, 238.099, 162.128, 224.083, 162.128, 238.099, 163.112, 162.128, 147.104, 163.112, 147.104, 162.128, 132.081, 147.104, 132.081, 162.128, 238.099, 270.126, 162.128, 238.099, 162.128, 224.084, 162.128, 238.099, 163.112, 162.128, 147.104, 163.112, 147.104, 162.128, 132.081, 132.081, 147.104, 146.096, 238.099, 162.128, 208.089]",2.380211242
CCOC(=O)C1(CCN(C)CC1)c1ccccc1,"[248.165, 174.128, 220.133, 248.165, 174.128, 220.133, 220.133, 248.165, 174.128, 220.133, 70.065, 174.128, 70.065, 174.128, 131.086, 70.065, 91.054, 103.054]",3.507180977
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,"[252.115, 312.173, 176.144, 252.115, 176.143, 312.172, 252.115, 176.143, 146.096, 176.143, 252.115, 147.104, 147.104, 176.143, 105.07, 132.081, 147.104, 105.07]",1.698970004
Cc1[nH]c[n]c1CSCCN/C(/NC)=N/C#N,"[253.123, 159.07, 117.048, 159.07, 117.048, 95.06, 95.06, 159.07, 117.048, 95.06, 117.048, 99.066, 95.06, 117.048, 99.066, 95.06, 117.048, 82.04, 95.06, 54.034, 61.011, 54.034, 95.06, 61.011, 54.034, 57.045, 61.011]",3.972202838
CC(C(O)=O)c1cc(ccc1)C(=O)c1ccccc1,"[255.098, 209.093, 256.1, 209.093, 210.096, 177.053, 209.092, 177.052, 194.069, 209.096, 105.033, 255.101, 209.096, 105.033, 177.055, 255.102, 209.096, 105.033, 209.096, 105.034, 255.102, 105.034, 209.096, 177.055, 105.034, 177.055, 209.096, 105.034, 77.039, 103.054, 105.033, 77.039, 103.054, 255.102, 209.096, 105.033, 209.096, 105.034, 255.101, 105.034, 209.096, 177.055, 105.034, 177.055, 209.096, 105.034, 77.039, 103.054, 105.034, 77.039, 103.054, 209.096, 105.034, 177.054, 105.034, 209.096, 177.055, 105.034, 77.039, 103.054, 209.096, 105.033, 177.055, 209.096, 105.034, 177.055]",1.707570176
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,"[264.009, 142.993, 249.994]",1.57634135
OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,"[264.063, 282.073, 195.068, 264.063, 244.057, 282.074, 264.063, 244.057, 195.068, 264.063, 244.057, 216.062, 264.063, 244.057, 216.062, 167.073, 216.062, 244.057]",0.958516103
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)c1ccco1,"[270.113, 242.118, 302.139, 242.118, 95.013, 270.113, 95.013, 242.118, 146.096, 95.013, 242.118, 83.013, 95.013, 83.013, 105.07, 95.013, 83.013, 105.07]",2.361727836
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc43)[C@@H]1CCC2=O,"[271.169, 253.159, 199.112]",1.477121255
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"[271.206, 253.195, 289.216, 253.195, 213.164, 271.206, 213.164, 197.132, 157.101, 213.164, 157.101, 145.101, 81.07, 91.054, 105.07, 91.054, 105.07, 81.07]",1.802431626
CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,"[272.164, 199.075, 273.168, 171.08, 129.114, 199.075, 171.08, 129.114, 143.084, 171.08, 143.085, 153.069, 128.061, 153.068, 127.053, 199.076, 171.081, 128.107, 272.165, 199.076, 74.096, 129.115, 171.081, 199.075, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 272.164, 199.075, 74.096, 129.115, 171.081, 199.076, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 199.075, 171.081, 128.107]",1.86332286
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"[273.221, 273.221]",1.079181246
[O-][N+](=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,"[274.999, 165.066, 305.01, 274.998, 305.009, 241.006, 274.998, 165.066, 241.006, 165.066, 257.996, 82.945, 165.066, 82.945, 257.996, 82.945, 165.066, 119.073, 82.945, 119.073, 118.065]",3.397940009
Cc1cc(ccc1SC)OP(=S)(OC)OC,"[279.027, 247.001, 169.013, 169.013, 247.0, 138.049, 169.013, 153.036, 124.981, 168.986, 153.036, 169.013, 168.986, 121.01, 152.982, 231.024, 279.027, 216.0]",0.875061263
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"[280.945, 268.945, 280.945, 297.971, 232.978, 280.945, 232.978, 216.983, 232.978, 216.983, 203.951, 139.99, 203.952, 142.959, 139.99, 107.99, 125.003, 139.99, 107.99, 125.002, 280.945, 297.972, 232.978, 280.945, 232.978, 216.983, 232.978, 216.983, 203.952, 139.99, 203.952, 107.99, 139.99, 107.99, 125.003, 139.99, 107.99, 125.003, 280.945, 268.945, 286.956]",2.858537198
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)[n][n]1,"[281.07, 279.091, 282.074, 156.011, 204.043, 281.07, 156.011, 126.066, 124.086, 126.066, 124.086, 156.011, 126.066, 124.087, 172.075]",2.167317335
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,"[283.988, 266.985, 237.994, 266.985, 283.988, 237.995, 266.985, 208.992, 202.018, 202.018, 208.992, 266.985, 202.018, 208.992, 173.015, 202.018, 139.054, 173.015]",0
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,"[284.024, 256.029, 67.054, 284.024, 256.029, 113.06, 256.029, 284.024, 95.049, 256.029, 95.049, 67.054, 67.054, 95.049, 185.987, 67.054, 238.018, 185.987, 67.054, 238.018, 172.967]",0.653212514
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"[284.142, 252.115, 254.112, 252.115, 254.112, 253.118, 176.143, 252.115, 254.112, 176.143, 134.095, 133.088, 134.095, 146.095, 176.142, 252.115, 176.143, 284.141, 252.115, 212.085, 284.142, 252.115, 176.143, 252.115, 284.14, 176.143, 252.115, 176.143, 212.084, 176.144, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 133.089, 91.054, 284.141, 252.115, 252.115, 284.141, 176.143, 252.115, 176.143, 212.084, 176.143, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 91.054, 133.089, 252.115, 176.143, 252.115, 134.096, 134.096, 176.143, 133.089, 252.115, 212.084, 252.115]",2.72427587
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,"[285.079, 287.076, 286.082, 285.079, 154.041, 193.088, 193.088, 154.041, 222.115, 193.088, 154.041, 241.053, 285.079, 154.042, 193.089, 257.084, 154.042, 222.115, 285.079, 285.079, 257.084, 154.042, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 285.079, 285.079, 257.084, 182.036, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 257.084, 154.042, 222.115, 285.079, 154.042, 257.084, 193.089, 154.042, 241.053, 285.079, 257.084, 154.042, 257.084, 154.042, 222.115]",1.698970004
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"[289.876, 124.982, 127.015, 321.902, 124.982, 142.993, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 124.982, 142.993, 321.902, 124.982, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 142.993, 124.982, 289.876, 124.982, 142.993]",0.677606953
CN1[C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(CO)c1ccccc1,"[290.175, 124.112, 93.07, 290.175, 124.112, 93.07, 124.112, 290.175, 93.07, 124.112, 93.07, 91.054, 93.07, 124.112, 91.054, 93.07, 91.054, 67.054]",3.342422681
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,"[295.956, 278.93, 286.955, 295.956, 278.93, 204.983, 204.983, 278.93, 230.963, 141.951, 139.99, 157.016, 139.99, 155.985, 141.951, 97.979, 117.045, 155.985, 117.045, 89.026, 96.984, 63.023, 62.015, 90.034, 63.023, 62.015, 72.984]",2.424881637
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,"[300.161, 301.165, 302.167, 300.162, 301.165, 243.103, 300.162, 301.165, 215.108, 199.076, 165.071, 300.161, 165.071, 153.071, 181.066, 215.107, 243.101, 225.091, 300.159, 300.159, 243.101, 215.107, 300.159, 215.107, 243.101, 300.16, 215.107, 199.075, 165.07, 199.075, 181.065, 165.07, 153.07, 181.065, 300.159, 300.159, 243.101, 282.149, 300.159, 215.107, 243.101, 300.159, 215.107, 199.075, 165.07, 199.075, 181.065, 165.07, 153.07, 181.065, 215.107, 243.101, 225.091]",3.954242509
OC(C[n]1c[n]c[n]1)(c1ccccc1F)c1ccc(F)cc1,"[302.11, 70.04, 233.077, 70.04, 233.077, 123.024, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 123.035, 70.04, 123.035, 75.023, 75.023, 70.04, 123.035, 75.023, 74.015, 70.04]",2.113943352
CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,"[303.03, 219.956, 176.951, 303.03, 345.077, 219.956, 219.956, 303.03, 176.951, 176.951, 184.988, 219.956, 184.987, 176.951, 148.956, 184.988, 176.951, 148.956, 112.979, 148.956, 128.998, 84.984, 94.029, 112.979, 84.984, 53.002, 62.963, 53.002, 84.984, 62.963]",-0.15490196
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[N@@]2C,"[304.156, 305.158, 182.117, 182.117, 304.156, 305.158, 182.117, 150.09, 183.12, 182.117, 150.09, 119.048, 182.116, 119.048, 150.09, 182.118, 150.091, 272.128, 304.155, 304.154, 182.118, 82.065, 182.118, 82.065, 304.155, 182.118, 105.034, 82.065, 105.034, 82.065, 182.118, 105.034, 82.065, 77.039, 304.154, 182.118, 304.154, 182.118, 82.065, 182.118, 82.065, 304.154, 182.118, 105.034, 82.065, 105.034, 82.065, 91.054, 105.034, 82.065, 77.039, 182.118, 150.091, 272.128]",3.255272505
"CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1 |o1:16,19|","[304.264, 147.117, 130.123, 130.123, 147.117, 116.107, 304.263, 304.263, 304.263, 147.117, 130.123, 147.117, 98.096, 304.263, 147.117, 132.093, 98.097, 132.093, 117.07, 119.085, 304.263, 147.117, 304.263, 304.263, 147.117, 130.123, 147.117, 304.264, 98.096, 147.117, 132.093, 119.085, 132.093, 117.07, 147.117, 130.123, 147.117, 116.107]",0.633468456
Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,"[305.112, 307.106, 169.079, 169.079, 305.108, 153.101, 169.079, 153.101, 249.045, 169.079, 153.101, 135.091, 169.079, 153.101, 135.091, 305.108, 169.079, 153.102, 169.08, 153.103, 277.077, 305.109, 169.079, 305.108, 169.079, 153.102, 169.08, 153.102, 96.951, 169.079, 153.102, 96.951, 169.079, 100.022, 96.951, 100.022, 96.951, 114.961, 305.109, 169.079, 153.102, 305.109, 169.079, 153.102, 169.079, 153.102, 96.951, 169.08, 153.102, 96.951, 169.079, 100.022, 96.951, 100.022, 96.951, 114.961, 169.079, 153.102, 277.077, 169.079, 153.102, 96.951, 100.022, 169.079, 96.951, 169.079, 153.102, 100.021]",1.602059991
Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC,"[306.103, 164.118, 108.056, 108.055, 164.118, 95.06, 108.055, 124.982, 95.06, 278.072, 164.118, 274.077, 278.072, 164.118, 274.077, 169.079, 153.102, 96.951, 100.022, 169.079, 96.951, 169.079, 153.102, 100.021]",0.934498451
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,"[308.001, 70.029, 70.065, 308.001, 265.953, 308.0, 265.954, 376.04, 308.0, 70.029, 265.953, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.96, 308.0, 265.953, 376.038, 308.0, 70.029, 265.954, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.961, 308.0, 265.953, 308.001, 265.954, 70.029, 308.001, 70.029, 265.954, 70.029, 70.065, 194.917, 70.029, 70.065, 166.922, 282.021, 308.0, 180.113, 282.021, 308.001, 180.113]",1.531478917
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[309.155, 310.159, 311.153, 294.149, 307.157, 295.154, 309.166, 294.149, 266.13, 266.131, 279.125, 171.083, 266.131, 279.126, 276.115, 309.16, 190.123, 188.107, 120.044, 188.107, 309.16, 120.044, 92.049, 160.112, 92.049, 65.039, 120.044, 92.049, 65.039, 95.049, 65.039, 92.049, 95.049, 65.039, 95.049, 105.045, 65.039, 95.049, 77.039, 51.023, 65.039, 50.015]",1.531478917
O=C(C1CCCCC1)N1CC2c3ccccc3CCN2C(=O)C1,"[313.194, 314.197, 203.119, 203.119, 313.193, 204.122, 203.119, 174.092, 132.081, 174.092, 132.081, 203.119, 132.081, 174.092, 146.097, 313.191, 203.118, 83.085, 203.118, 83.085, 313.191, 83.085, 203.118, 174.091, 83.085, 174.091, 132.081, 83.085, 132.081, 174.091, 132.081, 83.085, 129.07]",2.602059991
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,"[319.1, 320.102, 246.007, 246.014, 239.077, 248.011, 214.042, 246.014, 239.076, 214.042, 211.045, 216.039]",0.40654018
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,"[321.994, 243.021, 241.005, 321.994, 243.021, 241.005, 243.021, 241.005, 321.994, 243.021, 241.005, 185.015, 185.015, 152.062, 79.98, 150.047, 152.062, 79.98]",2.079181246
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,"[327.078, 233.036, 152.062, 327.078, 77.039, 152.062, 327.078, 233.036, 153.07, 233.036, 153.07, 251.047, 152.062, 95.049, 153.07, 152.062, 95.049, 77.039, 152.062, 95.049, 77.038, 152.062, 77.039, 95.049, 50.015, 51.023, 152.062, 50.015, 51.023, 150.047, 251.048, 153.07, 152.062, 152.063, 77.039, 168.058, 233.037, 215.027, 229.102, 215.027, 233.037, 251.048]",0.278753601
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,"[330.91, 98.984, 298.883, 98.984, 298.884, 330.91, 98.984, 298.884, 270.888, 98.984, 220.896, 270.888, 98.984, 220.896, 164.906, 98.984, 164.906, 220.896, 98.984, 164.906, 129.937, 98.984, 129.937, 164.906, 98.984, 129.937, 141.937]",-0.301029996
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"[336.117, 336.117]",-0.735182177
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,"[342.077, 158.976, 69.07, 158.976, 204.982, 273.044, 342.077, 70.04, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 342.077, 69.07, 273.045, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 158.976, 204.982, 273.044, 158.976, 69.07, 342.077, 158.976, 69.07, 186.971, 158.976, 69.07, 172.955, 158.976, 172.955, 69.07, 158.976, 172.956, 186.971, 158.976, 172.955, 70.04, 158.976, 204.982, 273.044, 158.976, 204.982, 273.044]",2.041392685
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"[343.19, 325.18, 307.169, 343.19, 325.179, 307.169, 147.08, 343.19, 289.158, 147.08, 171.081, 173.095, 147.081, 121.065, 171.08, 147.08, 121.064, 171.081, 121.064, 343.19, 325.18, 307.17, 147.08, 343.19, 173.096, 147.081, 173.096, 171.08, 171.08, 147.081, 147.08, 121.065, 119.086, 121.065, 343.19, 325.18, 307.169, 163.112, 121.065, 145.101, 105.07, 121.064, 163.111, 343.19, 163.112, 325.18, 163.112, 343.19, 325.179]",2.348304863
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,"[347.102, 288.029, 305.055, 347.102, 305.055, 247.013, 288.029, 247.013, 263.008, 198.014, 245.982, 240.061, 198.015, 133.04, 117.057, 78.034, 198.015, 133.04, 78.034, 133.04, 117.057]",0.397940009
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)[C@H](CC[C@H]21)C(=O)CO,"[347.225, 348.228, 329.213, 347.224, 329.213, 348.227, 121.065, 329.213, 171.118, 121.065, 145.102, 163.112, 121.065, 145.101, 131.086, 347.222, 329.211, 311.2, 329.211, 347.222, 121.065, 121.065, 97.065, 123.08, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 79.054, 91.054, 79.054, 95.049, 91.054, 95.049, 115.054, 91.054, 115.054, 65.039]",2.298853076
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C21,"[357.208, 375.219, 339.197, 357.208, 161.096, 253.16, 161.097, 185.097, 253.161, 161.097, 185.098, 135.081, 161.097, 135.082, 185.098, 357.206, 339.195, 321.185, 357.206, 339.196, 321.185, 161.096, 253.159, 357.206, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 105.07, 161.096, 91.054, 121.065, 105.07, 357.206, 339.196, 321.185, 161.096, 253.158, 135.08, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 161.096, 209.096, 91.054, 121.065, 105.07, 357.206, 339.195, 321.185]",2.079181246
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"[361.201, 343.19, 163.112, 361.201, 163.112, 343.191, 163.112, 121.065, 145.101, 163.112, 121.065, 105.07, 105.07, 121.065, 93.07, 91.054, 105.07, 79.054, 91.054, 79.054, 95.049, 91.054, 115.054, 95.049, 91.054, 115.054, 65.039, 163.112, 121.065, 145.101, 105.07, 121.064, 163.111, 343.19, 163.112, 325.18, 163.112, 343.19, 325.179]",2.447158031
CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"[362.04, 315.998, 334.009, 237.04, 315.998, 273.988, 237.04, 203.013, 245.993, 237.04, 140.049, 210.029, 140.049, 182.034, 210.029, 140.049, 182.034, 132.018]",-0.935542011
CC1c2ccc(cc2OC(=O)C=1Cl)OP(=S)(OCC)OCC,"[363.021, 365.019, 364.025, 363.023, 306.951, 226.987, 226.993, 228.99, 306.959, 226.993, 228.99, 211.016, 226.992, 211.016, 225.985]",0.176091259
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"[363.217, 327.196, 345.206, 121.065, 363.217, 327.196, 121.065, 97.065, 145.101, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 121.065, 91.054, 128.062, 79.054, 91.054, 115.054, 128.062, 115.054, 91.054, 65.039]",2.505149978
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"[370.168, 371.17, 372.172, 370.168, 371.17, 372.172, 370.168, 371.17, 268.134, 211.076, 268.134, 370.167, 165.07, 191.085, 211.076]",2.77815125
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,"[376.148, 378.145, 377.151, 376.14, 165.066, 377.144, 165.07, 123.023, 166.074, 165.071, 123.024, 166.074, 123.023, 165.07, 124.027, 376.148, 358.137, 165.071, 165.071, 376.148, 358.137, 165.071, 123.024, 358.137, 123.024, 165.071, 113.04, 123.024, 123.035, 165.071, 123.024, 123.035, 113.04, 123.035, 113.04, 123.024, 75.023, 123.035, 113.04, 75.023, 74.015, 123.035]",1.146128036
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,"[384.142, 328.08, 282.074, 282.074, 328.08, 254.079, 282.074, 91.054, 254.079, 91.054, 238.048, 254.079, 91.054, 238.048, 254.043, 91.054, 238.048, 65.039]",0
CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O,"[385.237, 325.216, 267.174]",0.301029996
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]43CCC(=O)O4)[C@@H]21,"[417.21, 417.209]",1.342422681
CCCCN(CCCC)N=O,"[57.07, 159.149, 103.087, 57.07, 159.149, 103.087, 57.07, 103.087, 159.149, 57.07, 103.087, 53.002, 57.07, 53.002, 55.054, 57.07, 53.002, 55.054]",3.103803721
CCCCN,"[57.07, 74.097, 53.002]",6
CCN(C)N=O,"[61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 72.044, 89.071]",5.477121255
c1ccc[nH]1,"[68.05, 53.002]",4.653212514
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,"[70.04, 99.081, 227.083]",2.079181246
CN(C)C(=O)Nc1ccccc1,"[72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 120.044, 165.102, 72.044, 92.049, 120.044, 72.044, 92.049, 95.049, 72.044, 165.102, 120.044, 72.044, 92.049, 120.044, 165.102, 72.044, 120.044, 72.044, 120.044, 165.102]",3.605305046
CN(C)C(=O)Nc1ccc(Cl)cc1,"[72.044, 199.064, 199.063, 72.044, 199.064, 72.044, 154.006, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 154.005, 72.044, 126.01, 98.999, 199.063, 72.044, 199.063, 72.044, 154.005, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 99.0, 72.044, 126.01, 99.0, 72.044, 199.063]",2.361727836
Cc1ccc(cc1Cl)NC(=O)N(C)C,"[72.044, 213.079, 140.026, 72.044, 168.021, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.078, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 168.021]",1.84509804
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,"[72.044, 291.09, 218.037, 72.044, 118.065, 163.031, 72.044, 163.031, 118.065, 291.089, 164.094, 246.032, 164.094, 246.032, 147.068]",0.568201724
Cc1[n]c([n]c(OC(=O)N(C)C)c1C)N(C)C,"[72.044, 239.15, 182.129, 182.129, 195.161, 72.044, 239.15, 182.129, 72.044, 239.15, 182.129, 72.044, 72.044, 182.129, 239.151, 72.044, 182.129, 85.076, 72.044, 85.076, 109.076, 72.044, 109.076, 85.076, 239.15, 182.129, 72.044, 239.15, 182.129, 72.044, 72.044, 182.129, 239.149, 72.044, 182.129, 85.076, 72.044, 85.076, 182.129, 72.044, 109.076, 85.076, 182.129, 195.161, 72.044, 72.044, 182.129, 85.076, 72.044, 109.076, 85.076, 182.129, 195.16, 239.15, 182.129, 195.16, 72.044]",3.431363764
CN(C)N=O,"[75.055, 58.053, 57.045, 75.055, 58.053, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045]",6
Nc1ccc(cc1)/N=N/c1ccccc1,"[77.039, 105.045, 198.103, 77.039, 105.045, 95.049, 198.103, 77.039, 105.045, 77.039, 105.045, 95.049]",1.505149978
c1cccc[n]1,"[80.049, 96.044]",6
NS(=O)(=O)c1cc(C(O)=O)c(cc1Cl)NCc1ccco1,"[81.034, 53.039, 205.01, 252.997, 254.994, 176.989, 81.034, 98.984, 176.989, 81.034, 98.984, 98.984, 81.034, 98.984, 81.033, 98.984, 81.033, 98.984, 81.033, 195.948, 81.033, 98.984, 252.997, 98.984, 81.033, 262.989, 98.984, 81.033, 98.984, 81.033, 98.984, 81.033, 98.984, 81.034, 252.997, 254.994, 176.989, 272.938, 244.944, 272.939, 244.943]",1.863917377
NC1CCCCC1,"[83.085, 100.112, 55.054]",6
O=C1NC=C(F)C(=O)N1,"[84.96, 113.999, 88.019, 131.025, 131.025, 84.96, 113.999, 131.025, 113.999, 84.96, 113.998, 131.025, 84.96, 113.999, 131.025, 84.96, 113.999, 84.96, 58.009, 131.025, 84.96, 131.025, 84.96, 113.998, 131.025, 84.96, 113.999, 113.999, 131.025, 84.96, 113.999, 84.96, 131.025, 113.998, 84.96, 58.009, 84.96, 113.999, 113.023]",4.045322979
C1CCCCN1,"[86.096, 69.07, 67.054]",6
CN(C)C(C)CN1c2ccccc2Sc2ccccc12,"[86.096, 285.142, 198.037]",1.194236749
CN(C)CCCN1c2ccccc2CCc2ccccc12,"[86.097, 58.065, 208.112]",1.260786669
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,"[88.039, 116.071, 256.097, 116.071, 256.097, 88.039, 302.139, 116.071, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 141.07, 88.039, 115.054, 70.029, 116.071, 302.139, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 129.07, 88.039, 115.054, 70.029, 116.071, 256.097, 88.039]",0.77815125
C1COCCN1,"[88.076, 70.065, 68.049]",6
CCCN(CCC)N=O,"[89.071, 131.118, 53.002, 89.071, 131.118, 53.002, 89.071, 131.118, 53.002, 89.071, 53.002, 131.118, 53.002, 89.071, 53.998, 53.002, 53.997, 89.071]",4.113943352
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"[91.054, 278.191, 233.133, 278.19, 91.054, 233.132, 233.133, 117.07, 105.07, 278.19, 91.054, 105.07, 278.19, 233.132, 117.07, 233.132, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 191.085, 278.191, 233.133, 91.055, 278.19, 233.132, 117.07, 233.133, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 191.085, 91.054, 203.086, 191.086, 233.133, 117.07, 105.07]",0.98721923
