SMILES,frag_list,Kow
OC[C@@H]1CC[C@@H](O1)[n]1c[n]c2C(=O)NC=Nc12,"[137.046, 101.06, 59.049, 137.046, 101.06, 59.049, 137.046, 101.06, 110.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035]",-1.24
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,"[376.148, 378.145, 377.151, 376.14, 165.066, 377.144, 165.07, 123.023, 166.074, 165.071, 123.024, 166.074, 123.023, 165.07, 124.027, 376.148, 358.137, 165.071, 165.071, 376.148, 358.137, 165.071, 123.024, 358.137, 123.024, 165.071, 113.04, 123.024, 123.035, 165.071, 123.024, 123.035, 113.04, 123.035, 113.04, 123.024, 75.023, 123.035, 113.04, 75.023, 74.015, 123.035]",4.3
Oc1[n]c[n]c2[nH][n]cc21,"[137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 110.035, 137.046, 94.04]",-0.55
Oc1[n]c2ccccc2[s]1,"[152.017, 153.019, 154.012, 152.017, 124.022, 153.02, 124.022, 152.017, 119.037, 124.021, 119.037, 132.997, 152.016, 124.022, 92.049, 152.016, 92.049, 124.022, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 80.049, 124.022, 152.017, 80.049, 65.039, 91.042, 65.039, 80.049, 91.042, 65.039, 63.023, 80.049]",1.76
Oc1c[n]ccc1,"[96.044, 68.049, 67.042]",0.48
Oc1cc(Cl)c(Nc2ccccc2CC(O)=O)c(Cl)c1,"[266.013, 312.019, 294.008, 231.044, 266.013, 230.037, 231.044, 230.037, 266.013, 230.037, 231.044, 196.076, 230.037, 195.068, 167.073, 230.037, 195.068, 167.073, 167.073, 166.065, 195.068, 139.054, 140.049, 166.065, 139.054, 140.049, 166.065]",3.7
Oc1cc(O)cc2OC(=CC(=O)c12)c1ccc(O)cc1,"[271.06, 153.018, 119.049]",3.02
Oc1ccc(Cl)cc1,"[129.01, 97.028, 85.028, 129.01, 69.034, 55.018, 129.01, 69.034, 94.041, 69.034, 129.01, 94.041, 69.034, 94.041, 65.039, 94.041, 65.039, 69.033]",2.39
Oc1ccc(Nc2c(Cl)cccc2Cl)c(CC(O)=O)c1,"[294.008, 266.013, 312.019, 231.044, 266.013, 230.037, 231.044, 230.037, 196.076, 230.037, 231.045, 195.068, 230.037, 195.068, 196.076, 230.037, 195.068, 167.073, 167.073, 195.068, 166.065, 139.054, 166.065, 140.049, 139.054, 140.049, 166.065]",3.94
Oc1cccc2c1C(=O)c1ccccc1C2=O,"[197.06, 153.07, 105.034, 197.06, 153.07, 105.033]",3.52
Oc1cccc2ccc[n]c21,[117.058],2.02
Oc1cccc2ccccc21,"[117.07, 155.06, 117.07, 155.06, 145.065]",2.85
Oc1ccccc1C(O)=O,"[121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 121.04, 65.039, 121.028, 65.039, 121.04, 65.039, 121.028, 121.04, 65.039, 121.04, 121.028, 65.039, 53.002, 51.023, 65.039, 53.002, 51.023]",2.26
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1,"[241.053, 287.058, 269.048, 269.048, 241.053, 166.005, 287.058, 269.048, 104.05, 269.048, 287.058, 241.053, 241.053, 269.047, 231.068, 241.053, 104.05, 231.069, 241.053, 104.049, 163.006, 104.049, 241.053, 163.006, 287.058, 269.048, 241.053, 287.058, 269.048, 241.053, 241.053, 269.048, 231.068, 241.053, 104.049, 231.068, 241.053, 104.049, 163.006, 104.049, 241.053, 163.006, 269.048, 241.053]",2.24
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,"[99.043, 57.069, 55.017, 275.014, 321.019, 303.009, 321.019, 303.009, 275.014, 275.014, 303.009, 321.019, 275.014, 229.053, 303.009, 275.014, 229.053, 163.006, 229.053, 275.014, 163.006, 194.084, 229.053, 163.006]",2.39
OS(=O)(=O)c1cc2ccccc2cc1,"[128.062, 191.016, 145.065, 209.027, 128.062, 191.016, 128.062, 209.027, 155.06, 128.062, 155.06, 145.065, 128.062, 155.06, 103.054, 128.062, 155.06, 103.054, 128.062, 155.06, 127.054, 209.026, 128.062, 155.06, 128.062, 209.026, 155.06, 128.062, 155.06, 145.065, 128.062, 155.06, 145.065, 128.062, 155.06, 127.054, 128.062, 155.06, 127.054, 128.062, 191.016, 145.065]",0.63
S=C1Nc2ccccc2N1,"[151.032, 93.057, 118.052]",1.66
S=C1NCCN1,"[103.032, 60.056, 86.006, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 76.022, 103.032, 86.006, 59.99, 103.032, 86.006, 59.99, 103.032, 86.006, 59.99, 59.99, 86.006, 58.995, 59.99, 58.995, 86.006]",-0.66
Sc1[n]c2ccccc2[s]1,"[167.994, 135.014, 124.022, 167.994, 136.022, 92.049, 167.994, 135.014, 92.049, 167.994, 135.014, 124.022, 167.994, 135.014, 124.022, 167.994, 135.014, 124.022, 135.014, 109.011, 124.022, 65.039, 135.014, 109.011, 65.039, 108.003, 68.979, 68.979, 65.039, 108.003]",2.42
