SMILES,frag_list,Kow
CC1CCc2cc(F)cc3c2N1C=C(C(O)=O)C3=O,"[262.09, 244.078, 263.096, 202.03, 220.04, 238.051, 174.034, 202.029, 220.04, 262.087, 244.077, 220.04, 262.087, 244.077, 262.087, 244.077, 276.103, 244.077, 262.087, 202.03, 244.077, 262.087, 202.03, 202.03, 220.041, 244.077, 220.041, 202.03, 174.035, 154.04, 126.034, 146.04, 99.023, 100.018, 75.023, 99.023, 100.018, 98.015]",1.6
Cc1cccc(C)[n]1,"[108.081, 91.054, 67.054]",1.68
Cc1cccc(C)c1N,"[122.096, 105.07, 107.073, 122.096, 105.07, 107.073, 105.07, 79.054, 77.039, 77.039, 51.023, 79.054, 122.097, 105.07, 107.073, 105.07, 122.097, 107.073, 122.097, 107.073, 105.07, 107.073, 105.07, 133.077]",1.84
Cc1cccc(C)c1N(C[n]1ccc[n]1)C(=O)CCl,"[210.068, 212.064, 278.105, 134.096, 210.068, 135.099, 134.096, 135.099, 210.068, 134.096, 135.099, 132.08, 134.096, 135.099, 132.08, 134.096, 210.068, 278.106, 210.069, 134.097, 76.978, 210.068, 134.097, 278.106, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 79.054, 210.068, 134.097, 278.105, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.096, 105.07, 76.979, 134.096, 105.07, 79.054, 210.068, 134.096, 134.096, 76.979, 134.096, 76.979, 210.068, 134.096, 210.068, 134.096, 210.068, 134.096]",2.13
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"[284.142, 252.115, 254.112, 252.115, 254.112, 253.118, 176.143, 252.115, 254.112, 176.143, 134.095, 133.088, 134.095, 146.095, 176.142, 252.115, 176.143, 284.141, 252.115, 212.085, 284.142, 252.115, 176.143, 252.115, 284.14, 176.143, 252.115, 176.143, 212.084, 176.144, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 133.089, 91.054, 284.141, 252.115, 252.115, 284.141, 176.143, 252.115, 176.143, 212.084, 176.143, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 91.054, 133.089, 252.115, 176.143, 252.115, 134.096, 134.096, 176.143, 133.089, 252.115, 212.084, 252.115]",3.015
Cc1cccc(CC)c1N(COCC)C(=O)CCl,"[224.083, 226.08, 270.125, 148.111, 224.083, 226.08, 148.111, 133.088, 132.08, 133.088, 148.111, 134.091, 133.088, 134.091, 148.112, 224.084, 148.112, 59.049, 224.084, 148.112, 210.068, 224.084, 270.125, 148.112, 224.083, 148.112, 194.073, 148.112, 224.084, 149.096, 148.112, 133.089, 149.096, 133.089, 148.112, 132.081, 133.089, 132.081, 148.112, 224.084, 270.125, 148.112, 224.084, 148.112, 210.068, 148.112, 224.084, 149.096, 148.112, 133.089, 149.096, 133.089, 148.112, 132.081, 133.089, 132.081, 148.112, 224.084, 148.112, 210.068]",3.03
Cc1cccc(Nc2ccccc2C(O)=O)c1C,"[224.105, 242.116, 241.108, 224.103, 225.108, 223.095, 224.103, 209.079, 225.102, 209.08, 208.066, 180.073, 180.078, 208.073, 209.075, 224.107, 209.084, 242.118, 224.107, 223.099, 242.118, 224.107, 241.11, 224.107, 242.117, 223.1, 224.107, 209.083, 223.1, 224.107, 209.083, 208.076, 209.084, 224.107, 208.076, 209.083, 180.081, 208.076, 242.118, 224.107, 241.11, 224.107, 242.118, 223.099, 224.107, 209.083, 223.099, 224.107, 209.084, 208.076, 209.083, 224.107, 208.076, 209.084, 180.081, 208.076, 224.107, 223.099, 224.107, 209.084, 222.092, 209.084, 224.107, 180.081, 224.107, 224.107]",5.12
Cc1ccccc1C(OCCN(C)C)c1ccccc1,"[181.101, 88.076, 178.078, 181.101, 166.077, 165.069, 181.101, 166.078, 165.07, 166.078, 181.101, 165.07, 166.078, 165.07, 141.07, 165.07, 166.078, 141.07, 165.07, 115.054, 178.078, 165.07, 115.054, 164.062, 165.07, 115.054, 163.054]",3.77
Cc1ccccc1NC(=O)C(C)NCCC,"[86.097, 221.165, 136.076, 86.097, 221.165, 136.076, 86.097, 136.076, 58.065, 86.097, 136.076, 118.065, 86.097, 136.076, 93.058, 86.097, 93.057, 91.054]",2.11
Cc1ccccc1NC(C)=O,"[108.081, 150.091, 93.057]",0.85
Cc1ccccc1S(N)(=O)=O,"[91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 109.065, 119.06, 91.054, 65.039, 119.06, 91.054, 65.039, 63.023, 65.039, 91.054, 63.023, 65.039, 91.054, 63.023, 65.039, 63.023, 51.023]",0.84
CC1CS[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2C=1C(O)=O,"[158.028, 174.056, 192.048]",0.65
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"[204.961, 204.961, 261.024, 206.956, 204.961, 261.023, 187.933, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 261.023, 204.961, 261.023, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 206.956]",2.11
CC1NC(COCCN)=C(C(C=1C(=O)OC)c1ccccc1Cl)C(=O)OCC,"[238.063, 294.09, 208.061]",3
Cc1ncc(N(=O)=O)n1CCO,"[128.046, 172.072, 56.036, 128.046, 172.072, 82.052, 172.072, 128.045, 82.052, 172.072, 128.046, 82.052, 128.046, 172.072, 82.052, 128.046, 82.053, 111.043, 128.045, 82.053, 111.043, 128.046, 82.052, 111.043, 172.072, 128.046, 172.072, 128.046, 82.052, 128.046, 172.072, 82.052, 128.046, 172.072, 82.053, 128.046, 82.053, 111.043, 128.045, 82.053, 111.043, 128.046, 172.072, 82.052]",-0.02
Cc2onc(c1ccccc1)c2C(=O)NC4C3SC(C)(C)C(N3C4(=O))C(=O)(O),"[160.043, 243.076, 402.112, 160.043, 243.077, 144.044, 114.037, 160.043, 144.044, 114.037, 144.044, 130.065, 114.037, 144.044, 87.026, 114.037, 87.026, 95.049, 95.049, 105.045, 53.039, 51.023, 95.049, 77.038, 51.023, 50.015, 95.049]",2.38
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"[310.217, 265.159, 265.158, 223.111, 310.216, 265.158, 219.116, 223.111, 219.116, 117.07, 167.085, 204.092, 167.084, 194.072, 265.159, 310.217, 265.159, 105.033, 265.159, 310.216, 105.033, 105.034, 265.159, 223.112, 105.034, 91.054, 117.07, 105.034, 91.054, 117.07, 105.034, 91.054, 77.039, 310.217, 265.159, 105.033, 265.159, 310.217, 105.033, 105.034, 265.159, 223.112, 105.034, 91.054, 117.07, 105.034, 91.054, 117.07, 105.034, 77.039, 91.054, 265.159, 247.148]",3.93
CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1,"[337.228, 338.231, 339.234, 337.228, 188.143, 338.231, 188.143, 337.228, 189.146, 188.143, 132.08, 134.096, 132.08, 188.143, 134.095, 337.227, 188.143, 105.07, 188.143, 337.227, 105.07, 188.143, 105.07, 134.096, 105.07, 188.143, 132.081, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 95.049, 79.054, 105.045, 95.049, 105.045, 51.023]",4.05
CCC(=O)Nc1cc(Cl)c(Cl)cc1,"[161.987, 218.013, 127.018, 218.013, 161.987, 127.018, 161.987, 218.013, 127.018, 161.987, 127.018, 218.013, 127.018, 161.987, 57.034, 127.018, 161.987, 57.034, 127.018, 161.987, 57.034]",3.07
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[285.185, 199.148, 303.197, 199.144, 173.13, 243.171, 199.148, 173.132, 225.165, 199.148, 173.133, 225.163, 143.084, 173.132, 199.147, 199.148, 285.185, 243.174, 199.148, 225.163, 173.132, 199.148, 173.132, 143.085, 143.085, 199.148, 173.132, 143.085, 131.085, 105.07, 143.085, 128.062, 105.07]",4.68
CCC(C)C(=O)OC1CC(C)C=C(C12)C=CC(C)C2CCC3OC(=O)CC(O)C3,"[285.187, 199.15, 303.197, 199.148, 285.186, 173.133, 199.148, 173.133, 225.164, 199.148, 173.133, 225.164, 143.086, 173.133, 145.101, 199.148, 285.185, 243.174, 199.148, 225.164, 173.132, 199.148, 173.132, 143.086, 143.086, 199.148, 173.132, 143.086, 131.085, 105.07, 143.086, 128.062, 105.07]",4.26
CCC1(C(=O)NCNC1=O)c1ccccc1,"[162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 162.091, 174.091, 119.085, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 91.054, 162.091, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 162.091, 174.091, 119.085, 91.054, 162.092, 117.07, 91.054, 117.07, 106.065, 162.091, 174.091, 119.086, 162.092, 174.092, 119.086]",0.91
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,"[233.092, 162.091, 177.066, 162.091, 177.066, 233.092, 162.091, 177.066, 105.033, 133.052, 144.081, 91.054, 133.052, 91.054, 106.065, 133.052, 91.054, 106.065, 104.049, 91.054, 89.038, 104.049, 91.054, 89.038, 104.049, 95.049, 65.038]",1.47
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,"[342.077, 158.976, 69.07, 158.976, 204.982, 273.044, 342.077, 70.04, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 342.077, 69.07, 273.045, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 158.976, 204.982, 273.044, 158.976, 69.07, 342.077, 158.976, 69.07, 186.971, 158.976, 69.07, 172.955, 158.976, 172.955, 69.07, 158.976, 172.956, 186.971, 158.976, 172.955, 70.04, 158.976, 204.982, 273.044, 158.976, 204.982, 273.044]",3.72
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,"[149.024, 71.086, 167.034]",7.6
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[309.155, 310.159, 311.153, 294.149, 307.157, 295.154, 309.166, 294.149, 266.13, 266.131, 279.125, 171.083, 266.131, 279.126, 276.115, 309.16, 190.123, 188.107, 120.044, 188.107, 309.16, 120.044, 92.049, 160.112, 92.049, 65.039, 120.044, 92.049, 65.039, 95.049, 65.039, 92.049, 95.049, 65.039, 95.049, 105.045, 65.039, 95.049, 77.039, 51.023, 65.039, 50.015]",3.16
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"[646.031, 100.112, 86.096, 58.065, 646.031, 100.112, 58.065, 86.096, 72.081, 100.112, 159.044, 201.091, 159.044, 131.049, 192.057, 131.049, 159.044, 205.065]",7.57
CCCCCC(C)N,"[57.07, 116.143, 53.002, 57.07, 116.143, 71.086, 57.07, 116.143, 71.085, 57.07, 116.143, 53.002, 57.07, 53.002, 71.085, 57.07, 53.002, 55.054]",2.4
CCCCCCCCN1SC=CC1=O,"[102.001, 214.126, 71.086, 102.001, 71.085, 214.126, 102.001, 71.085, 214.126, 102.001, 71.085, 102.001, 71.085, 57.07, 102.001, 57.07, 71.085, 102.001, 57.07, 71.085, 102.001, 57.07, 83.99, 214.126, 102.001, 71.085, 214.126, 102.001, 71.085, 102.001, 214.126, 71.085, 102.001, 57.07, 71.085, 102.001, 57.07, 71.085, 102.001, 57.07, 83.99, 102.001, 71.085]",2.45
CCCCN,"[57.07, 74.097, 53.002]",0.97
CCCCN(CCCC)N=O,"[57.07, 159.149, 103.087, 57.07, 159.149, 103.087, 57.07, 103.087, 159.149, 57.07, 103.087, 53.002, 57.07, 53.002, 55.054, 57.07, 53.002, 55.054]",2.63
CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,"[289.227, 140.143, 84.081, 140.143, 289.228, 150.091, 140.143, 98.097, 84.081, 140.143, 98.096, 84.081, 140.143, 84.081, 98.096, 84.081, 140.143, 98.097]",3.41
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,"[176.107, 72.081, 265.191]",3.51
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,"[384.142, 328.08, 282.074, 282.074, 328.08, 254.079, 282.074, 91.054, 254.079, 91.054, 238.048, 254.079, 91.054, 238.048, 254.043, 91.054, 238.048, 65.039]",4.5
CCCCOC(=O)c1ccc(O)cc1,"[95.049, 139.039, 121.028, 83.06, 109.04, 121.028, 139.039, 151.075, 139.039, 151.075]",3.57
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"[91.054, 149.023, 205.086, 91.054, 149.023, 205.086, 91.054, 149.023, 57.07, 91.054, 149.023, 65.038, 91.054, 149.023, 65.038, 91.054, 65.038, 149.023, 91.054, 65.038, 121.028, 91.054, 65.038, 63.023, 65.038, 91.054, 63.023, 65.039, 91.054, 63.023]",4.73
CCCCOC(=O)c1ccccc1C(=O)OCCCC,"[149.023, 205.086, 57.07, 149.024, 205.086, 57.07, 149.023, 57.07, 65.038, 149.024, 57.07, 121.028, 149.024, 121.028, 57.07, 149.024, 121.028, 65.039, 65.039, 149.024, 121.029, 65.039, 121.04, 121.028, 65.039, 53.002, 121.04, 65.039, 53.002, 53.998, 149.024, 121.029, 149.024, 121.029, 149.024, 205.087, 203.06, 149.024, 205.087, 203.06]",4.5
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2[n]1,"[344.233, 271.144, 74.096, 271.144, 344.233, 215.082, 271.144, 215.082, 172.039, 215.082, 172.039, 144.044, 116.049, 144.044, 172.039, 116.049, 144.044, 171.055]",4.4
CCCCOc1ccc(CC(=O)NO)cc1,"[163.112, 224.128, 107.049, 107.049, 163.112, 224.128, 107.049, 163.112, 122.06, 107.049, 122.06, 95.049, 107.049, 95.049, 79.054, 107.049, 95.049, 79.054]",2.08
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,"[299.162, 399.251, 199.073, 57.07, 299.162, 399.251]",3.75
CCCN(CCC)C(=O)SCc1ccccc1,"[91.054, 252.142, 128.107, 128.107, 91.054, 86.06, 252.142, 91.054, 128.107, 91.054, 252.142, 128.107, 91.054, 128.107, 86.06, 91.054, 65.038, 91.054, 65.039, 91.054, 65.039, 252.142, 91.054, 128.107, 91.054, 252.142, 128.107, 91.054, 128.107, 86.06, 91.054, 65.038, 91.054, 65.039, 89.038, 91.054, 65.039, 128.107, 91.054, 86.06, 91.054, 128.107, 86.06, 91.054, 128.107, 91.054, 86.06, 128.107, 91.054, 86.06]",4.65
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"[336.117, 336.117]",5.34
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,"[347.102, 288.029, 305.055, 347.102, 305.055, 247.013, 288.029, 247.013, 263.008, 198.014, 245.982, 240.061, 198.015, 133.04, 117.057, 78.034, 198.015, 133.04, 78.034, 133.04, 117.057]",3.73
CCCN(CCC)N=O,"[89.071, 131.118, 53.002, 89.071, 131.118, 53.002, 89.071, 131.118, 53.002, 89.071, 53.002, 131.118, 53.002, 89.071, 53.998, 53.002, 53.997, 89.071]",1.36
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,"[308.001, 70.029, 70.065, 308.001, 265.953, 308.0, 265.954, 376.04, 308.0, 70.029, 265.953, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.96, 308.0, 265.953, 376.038, 308.0, 70.029, 265.954, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.961, 308.0, 265.953, 308.001, 265.954, 70.029, 308.001, 70.029, 265.954, 70.029, 70.065, 194.917, 70.029, 70.065, 166.922, 282.021, 308.0, 180.113, 282.021, 308.001, 180.113]",4.1
CCCOC(=O)NCCCN(C)C,"[144.102, 102.055, 147.113, 189.16, 144.102, 102.055, 189.16, 102.055, 144.102, 102.055, 189.16, 144.102, 102.055, 74.024, 144.102, 102.055, 74.024, 58.065, 102.055, 74.024, 58.065, 189.16, 144.102, 102.055, 189.16, 102.055, 144.102, 102.055, 189.16, 144.102, 102.055, 74.024, 144.102, 102.055, 74.024, 58.065, 102.055, 74.024, 58.065, 144.102, 102.055, 147.113]",1.12
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,"[252.115, 312.173, 176.144, 252.115, 176.143, 312.172, 252.115, 176.143, 146.096, 176.143, 252.115, 147.104, 147.104, 176.143, 105.07, 132.081, 147.104, 105.07]",4.08
CCCSc1cc2[n]c(NC(=O)OC)[nH]c2cc1,"[234.071, 266.097, 191.016, 191.015, 192.022, 159.042, 191.014, 159.042, 163.019, 234.069, 266.096, 191.015, 266.096, 234.07, 234.07, 266.096, 191.014, 234.07, 192.023, 191.015, 234.07, 191.015, 192.023, 191.015, 159.043, 192.023, 191.015, 159.043, 163.02, 159.043, 131.048, 136.009, 104.037, 77.026, 92.037, 77.026, 92.037, 76.018]",3.07
CCN(C)N=O,"[61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 89.071, 72.044, 61.04, 72.044, 89.071]",0.04
CCN(CC(=O)Nc1c(C)cccc1C)CC,"[235.18, 173.079, 217.107, 134.096, 235.18, 155.068, 134.096, 173.107, 122.096, 86.096, 58.065, 235.18, 86.096, 235.18, 86.096, 58.065, 86.097, 235.181, 58.065, 86.097, 58.065, 86.096, 58.065, 86.096, 58.065, 235.18, 86.096, 235.181, 86.096, 58.065, 86.097, 235.18, 58.065, 86.096, 58.065, 86.096, 58.065, 86.096, 58.065, 86.096, 58.065, 86.097, 58.066, 86.097, 58.066, 86.097, 58.066, 134.097, 235.181, 86.097, 86.097, 235.181, 86.097, 235.181, 58.065, 86.097, 58.065, 86.097, 58.065, 86.096, 133.008, 235.181, 86.096, 133.008, 134.096, 86.096, 235.181, 133.008, 86.096, 133.008, 179.013]",2.44
CCN(CC)C(=O)SCc1ccccc1Cl,"[100.076, 125.015, 72.044, 258.072, 100.076, 125.015, 125.015, 258.072, 100.076, 125.015, 100.076, 72.044, 125.015, 72.044, 100.076, 125.015, 89.039, 72.044, 125.015, 89.039, 99.0, 258.072, 100.076, 125.015, 125.015, 258.072, 100.076, 125.015, 100.076, 72.044, 125.015, 72.044, 100.076, 125.015, 89.039, 72.044, 125.015, 89.039, 99.0, 100.076, 125.015, 72.044]",3.43
CCN(CC)N=O,"[103.087, 75.055, 57.045, 103.087, 75.055, 57.045, 103.087, 75.055, 57.045, 75.055, 103.087, 57.045, 75.055, 103.087, 57.045, 75.055, 103.087, 57.045]",0.48
CCN1C=C(C(=O)c2cc3OCOc3cc12)C(O)=O,"[262.072, 263.077, 244.062, 160.039, 262.071, 234.04, 160.039, 172.039, 130.065, 262.071, 244.06, 262.071, 244.06, 262.071, 244.06, 234.04, 262.071, 244.06, 234.04, 160.039, 234.04, 262.071, 160.039, 172.039, 130.065, 65.039, 172.039, 133.028, 75.023, 65.039, 114.034, 75.023, 74.015, 63.023]",0.94
CCN1C=C(C(O)=O)C(=O)c2c[n]c([n]c12)N1CCNCC1,"[304.14, 217.108, 260.151, 304.14, 217.108, 260.151, 217.108, 304.14, 189.077, 217.108, 189.077, 304.14, 189.077, 217.108, 233.067, 189.077, 148.05, 162.066]",-2.15
CCN1C=C(C(O)=O)C(=O)c2cc(F)c([n]c12)N1CCNCC1,"[321.136, 277.146, 303.124, 321.136, 234.104, 257.14, 321.136, 234.104, 206.073, 321.136, 250.062, 206.073, 250.062, 232.052, 204.057, 204.057, 250.062, 232.052]",-0.2
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCNCC1,"[320.141, 321.144, 302.129, 320.14, 231.056, 302.129, 231.056, 189.082, 204.106, 302.13, 276.151, 320.14, 320.14, 302.13, 320.141, 302.13, 276.151, 302.13, 233.109, 320.14, 302.13, 233.109, 320.14, 231.057, 205.078, 302.131, 231.057, 189.083, 203.062, 320.14, 302.13, 276.15, 320.141, 302.13, 276.151, 302.13, 320.141, 233.109, 302.13, 233.109, 320.14, 231.057, 205.077, 302.13, 231.057, 189.082, 203.062, 302.13, 276.151, 320.14]",-1.03
CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,"[342.149, 343.151, 344.147, 342.149, 214.017, 343.151, 214.017, 112.112, 342.149, 214.017, 138.984, 112.112, 342.148, 112.112, 214.015, 342.148, 112.112, 214.017, 112.112, 214.017, 342.148, 112.112, 214.017, 84.081, 112.112, 214.017, 84.081, 84.081, 112.112, 214.017]",0.57
CCNC(=O)c1ccc(cc1)OC,"[180.102, 135.044, 109.065, 135.044, 180.102, 109.065, 135.044, 109.065, 180.102, 135.044, 109.065, 94.041, 135.044, 95.049, 125.06, 135.044, 95.049, 92.026]",1.14
CCNC(=O)NC(=O)/C(/C#N)=N/OC,"[128.046, 111.019, 58.029, 128.045, 111.019, 58.029, 128.045, 111.019, 83.024, 128.045, 111.019, 83.024, 83.024, 111.019, 128.046, 83.024, 111.019, 53.013, 83.024, 53.013, 111.019, 128.045, 111.019, 58.029, 128.045, 111.019, 83.024, 128.045, 111.019, 83.024, 83.024, 111.019, 128.045, 83.024, 111.019, 53.013, 83.024, 53.013, 111.019, 128.045, 111.019, 167.067]",0.59
CCNC(C)Cc1cc(ccc1)C(F)(F)F,"[232.131, 233.134, 159.041, 159.041, 232.131, 187.072, 159.041, 160.044, 139.035, 159.041, 160.044, 147.034, 159.041, 139.034, 160.044, 232.131, 159.042, 187.073, 159.042, 187.073, 232.131, 159.042, 109.045, 187.073, 159.042, 109.045, 139.035, 159.042, 109.045, 139.035]",3.36
CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,"[230.116, 232.113, 174.053, 174.053, 176.05, 230.116, 174.053, 176.05, 132.031, 174.053, 132.031, 146.022, 174.054, 230.117, 96.056, 174.054, 230.117, 230.117, 174.054, 79.006, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 68.024, 104.001, 79.006, 230.117, 174.054, 230.117, 174.054, 132.032, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 174.054, 132.032, 146.023, 104.001, 174.054, 96.055, 174.054, 230.117, 174.054]",3.21
CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1,"[214.086, 205.12, 174.054, 241.096, 214.085, 71.06, 241.097, 214.086, 205.12, 214.085, 241.097, 174.054, 214.085, 104.001, 132.032, 104.001, 68.024, 96.056, 104.001, 68.024, 71.06, 241.096, 214.085, 241.096, 214.085, 205.12, 214.085, 241.096, 174.054, 214.085, 104.001, 132.032, 104.001, 68.024, 96.056, 104.001, 68.024, 71.06, 214.085, 205.12, 174.054]",2.22
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"[216.101, 218.098, 217.103, 174.053, 216.101, 176.05, 174.053, 132.032, 176.05, 146.022, 132.032, 174.053, 146.022, 132.032, 138.076, 216.101, 174.054, 96.056, 174.054, 138.103, 96.056, 216.101, 216.101, 174.055, 96.056, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 104.001, 174.054, 68.024, 104.001, 68.024, 79.006, 216.101, 216.101, 174.054, 96.055, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 138.103, 96.056, 174.054, 216.101, 104.001, 104.001, 174.054, 96.055, 174.054, 216.101, 138.103, 174.054, 138.103, 96.056, 174.054, 216.101, 96.056, 174.054, 216.101, 138.102]",2.61
CCNc1[n]c(Cl)[n]c(NCC)[n]1,"[202.085, 204.082, 203.087, 202.085, 132.031, 124.086, 132.031, 124.087, 202.084, 146.023, 202.085, 79.006, 124.087, 202.086, 132.032, 202.085, 124.087, 202.086, 124.087, 132.032, 202.086, 132.032, 124.087, 132.032, 202.085, 124.087, 104.001, 68.024, 132.032, 68.024, 104.001, 96.056, 202.085, 71.06, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 202.085, 132.032, 124.087, 104.001, 68.024, 96.056, 104.001, 68.024, 96.056, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 104.001, 96.055, 132.032, 202.085, 124.087, 132.032, 124.087, 132.032, 174.054]",2.18
CCNc1[n]c(N)[n]c(Cl)[n]1,"[174.053, 176.05, 175.056, 174.053, 132.031, 176.05, 132.031, 174.053, 146.022, 146.021, 132.032, 174.053, 174.054, 96.056, 132.032, 174.054, 146.023, 132.032, 174.054, 174.054, 132.032, 79.006, 174.054, 132.032, 79.006, 174.054, 132.032, 104.001, 104.001, 68.024, 132.032, 68.024, 104.001, 79.006, 174.054, 174.054, 132.032, 79.006, 174.054, 132.032, 96.056, 174.054, 132.032, 104.001, 104.001, 68.024, 132.032, 104.001, 68.024, 79.006, 174.054, 146.023, 132.032, 174.054, 132.032, 96.056, 104.001, 96.055, 132.032, 174.054, 146.023, 132.032, 146.023, 132.032, 79.006]",1.15
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)OC,"[170.104, 114.067, 142.072, 226.167, 226.166, 170.104, 170.104, 226.166, 142.072, 170.104, 142.072, 114.066, 170.103, 142.072, 100.051, 100.051, 69.008, 75.055, 226.166, 170.104, 226.167, 170.104, 170.104, 226.166, 142.072, 170.104, 142.072, 114.066, 170.104, 142.072, 100.051, 100.051, 69.008, 75.055, 170.104, 114.066, 226.167]",3.1
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,"[186.081, 242.143, 91.032, 186.081, 171.057, 242.143, 242.144, 186.083, 227.119, 242.144, 186.081, 186.081, 242.144, 91.032, 186.081, 91.033, 138.078, 186.081, 91.032, 68.024, 68.024, 96.056, 91.032, 242.143, 186.081, 227.12, 242.143, 186.081, 227.12, 186.081, 242.143, 91.032, 186.081, 91.032, 158.049, 186.081, 91.032, 68.024, 68.024, 91.032, 96.056, 186.081, 171.057, 242.143]",3.74
CCNc1[n]c(NC(C)C)[n]c([n]1)OC,"[170.104, 212.151, 114.066, 212.15, 212.15, 170.103, 212.151, 170.104, 96.056, 170.104, 212.15, 100.051, 170.104, 100.05, 142.072, 100.051, 68.024, 69.008, 212.15, 170.103, 212.151, 170.104, 212.151, 170.104, 96.056, 170.104, 212.151, 100.051, 170.104, 100.051, 142.072, 100.05, 68.024, 69.008, 170.104, 212.15, 114.066]",2.69
CCNc1[n]c(NC(C)C)[n]c([n]1)SC,"[228.128, 186.081, 96.056, 228.128, 186.081, 96.055, 228.128, 186.081, 96.056, 186.081, 228.128, 96.056, 186.081, 96.056, 91.032, 96.056, 186.081, 68.024, 68.024, 96.056, 71.06, 186.081, 228.128, 96.056, 96.055, 116.028, 186.081, 186.081, 228.128, 96.056, 186.081, 138.103, 96.056]",2.98
CCNc1nc(NCC)nc(SC)n1,"[214.112, 124.087, 96.056, 214.112, 124.087, 144.059, 96.055, 116.028, 124.087, 214.112, 124.087, 186.081, 124.087, 186.081, 166.109]",2.8
