SMILES,frag_list,MP
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,"[384.142, 328.08, 282.074, 282.074, 328.08, 254.079, 282.074, 91.054, 254.079, 91.054, 238.048, 254.079, 91.054, 238.048, 254.043, 91.054, 238.048, 65.039]",9
CC1(N=C(NC1=O)c1[n]cc(COC)cc1C(O)=O)C(C)C,"[264.098, 261.124, 278.15, 306.144, 261.131, 264.109, 306.144, 264.098, 278.15, 261.123, 246.088, 193.061, 193.061, 86.097, 246.087, 163.05, 86.097, 193.061, 163.05, 86.096, 145.04, 306.144, 306.144, 264.098, 278.15, 261.123, 246.088, 193.061, 193.061, 86.097, 246.087, 163.05, 86.097, 193.061, 163.05, 86.096, 145.04, 264.098, 261.123, 278.15]",166
NC1C=NN(C(=O)C=1Cl)c1ccccc1,"[222.042, 224.04, 223.045, 222.042, 224.04, 146.01, 146.011, 222.042, 128.984, 146.011, 130.064, 150.01, 222.043, 104.049, 92.049, 104.049, 222.043, 186.066, 222.043, 77.038, 222.043, 104.05, 77.038, 222.043, 104.05, 92.049, 222.043, 104.049, 92.049, 92.05, 104.05, 222.043, 92.049, 77.039, 65.039, 222.043, 77.038, 222.043, 104.049, 222.043, 104.049, 92.049, 222.043, 104.049, 92.049, 92.049, 104.049, 222.043, 92.049, 77.039, 65.039, 104.049, 186.066, 193.029, 222.043, 104.049, 92.049, 92.049, 104.049, 77.038, 222.043, 104.049, 186.066, 104.049, 186.066, 205.016]",205
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"[273.221, 273.221]",181.5
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)Cc1ccccc1,"[148.112, 91.054, 294.149, 294.149, 208.133, 326.175, 148.112, 208.133, 91.054, 148.112, 91.054, 121.089, 148.112, 91.054, 121.089, 91.054, 148.112, 121.089, 91.054, 148.112, 121.089, 294.15, 208.133, 266.155, 294.149, 208.133, 266.154]",79
Oc1ccc2ccccc2c1/N=N/c1ccc(cc1)/N=N\c1ccccc1,"[353.142, 354.145, 355.148, 353.143, 354.146, 197.095, 197.095, 196.088, 156.045, 197.096, 196.089, 128.05, 128.05, 196.089, 197.095]",195
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccco1,"[137.06, 241.049, 163.039, 241.049, 189.055, 137.06, 241.049, 189.055, 121.028, 121.028, 213.055, 241.049, 121.028, 213.054, 141.07, 121.028, 115.054, 141.07]",124
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,"[329.141, 125.015, 218.073, 125.015, 329.141, 218.073, 125.015, 94.065, 106.065, 125.015, 94.065, 106.065, 125.015, 89.038, 94.065, 125.015, 89.038, 98.999]",130
Cc1cc(ccc1)N(C)C(=S)Oc1cc2ccccc2cc1,"[148.076, 164.053, 180.048, 148.076, 164.053, 120.081, 120.081, 148.076, 164.053, 120.081, 91.054, 164.053, 91.054, 120.081, 65.039, 91.054, 65.039, 120.081]",111
NC(=O)NC(N)=N,"[60.056, 86.035, 103.061, 60.056, 86.035, 103.061, 60.056, 86.035, 103.061, 60.056, 86.035, 103.061, 60.056, 86.035, 103.061, 60.056, 86.035, 103.061, 60.056, 43.029, 86.035, 43.029, 44.013, 69.008]",105
O[n]1[n][n]c2ccccc12,"[136.05, 137.053, 119.047, 136.05, 119.047, 137.053, 136.05, 119.046, 136.051, 91.042, 119.048, 136.051, 91.042, 119.048, 136.051, 91.042, 119.048, 136.051, 91.042, 119.048, 91.042, 136.051, 119.048, 91.042, 64.031, 119.048, 91.042, 64.031, 63.023, 63.023, 64.031, 52.018, 63.023, 52.018, 64.031, 91.041, 119.047, 64.03]",157.5
CN(C(=O)N(C)c1ccccc1)c1ccccc1,"[134.06, 106.065, 241.134, 134.061, 106.066, 77.038]",122
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]12CCC(=O)O1,"[107.085, 97.065, 187.112, 107.085, 105.07, 91.054, 187.111, 169.101, 283.169, 187.112, 169.101, 283.169]",150
COCCN(C(=O)CCl)c1c(C)cccc1C,"[224.084, 256.11, 226.081, 224.084, 226.081, 148.111, 148.111, 224.084, 226.081, 148.111, 133.087, 224.083, 148.111, 133.087, 118.064, 224.084, 148.112, 256.11, 224.084, 224.084, 256.11, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084, 256.11, 173.015, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084]",46
O=C1c2ccccc2-c2ccccc2C1=O,"[181.065, 209.06, 153.07]",209
Nc1cc(ccc1)C(O)=O,"[138.055, 94.065, 120.044]",173
c1c2c(ccc3ccccc32)[n]c2c3ccccc3ccc21,"[280.112, 279.104, 278.096]",226
Cc1cc[nH][n]1,"[83.06, 56.05, 66.034]",36.5
c1[n]c2ccccc2c2ccccc21,"[180.081, 152.062, 180.081]",107.4
Oc1cc2C=CC(=O)Oc2cc1O,"[179.034, 123.044, 133.029]",276
C[n]1[n][n]c2ccccc12,"[134.072, 135.075, 134.072, 135.075, 133.063, 134.071, 133.063, 135.074, 134.071, 133.063, 117.045, 133.063, 134.071, 134.071, 72.044, 56.05, 134.071, 72.044, 56.05, 72.044, 134.071, 56.05, 72.044, 134.072, 56.05, 72.044, 79.054, 56.05, 79.054, 72.044, 56.05, 95.049, 79.054, 105.045, 51.023, 95.049, 105.045, 51.023, 95.049, 105.045, 134.071, 91.041, 77.038]",64.5
CN1[C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(CO)c1ccccc1,"[290.175, 124.112, 93.07, 290.175, 124.112, 93.07, 124.112, 290.175, 93.07, 124.112, 93.07, 91.054, 93.07, 124.112, 91.054, 93.07, 91.054, 67.054]",113.5
c1cccc2[nH]c3ccccc3c21,"[168.081, 115.017, 168.081, 141.07, 167.073]",246.2
Cc1[nH]c[n]c1CSCCN/C(/NC)=N/C#N,"[253.123, 159.07, 117.048, 159.07, 117.048, 95.06, 95.06, 159.07, 117.048, 95.06, 117.048, 99.066, 95.06, 117.048, 99.066, 95.06, 117.048, 82.04, 95.06, 54.034, 61.011, 54.034, 95.06, 61.011, 54.034, 57.045, 61.011]",142
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,"[156.012, 108.046, 249.07, 249.069, 156.011, 108.044, 156.011, 249.069, 108.044, 108.044, 92.049, 156.011, 92.049, 108.044, 93.057, 92.049, 108.044, 65.038, 65.038, 92.049, 108.044, 65.039, 80.049, 93.057, 65.039, 80.049, 66.046, 65.039, 80.049, 53.039]",175.5
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,"[271.206, 253.195, 289.216, 253.195, 213.164, 271.206, 213.164, 197.132, 157.101, 213.164, 157.101, 145.101, 81.07, 91.054, 105.07, 91.054, 105.07, 81.07]",140.5
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,"[285.079, 287.076, 286.082, 285.079, 154.041, 193.088, 193.088, 154.041, 222.115, 193.088, 154.041, 241.053, 285.079, 154.042, 193.089, 257.084, 154.042, 222.115, 285.079, 285.079, 257.084, 154.042, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 285.079, 285.079, 257.084, 182.036, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 257.084, 154.042, 222.115, 285.079, 154.042, 257.084, 193.089, 154.042, 241.053, 285.079, 257.084, 154.042, 257.084, 154.042, 222.115]",132
CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"[114.961, 197.927, 349.934, 321.902, 293.871, 197.928, 349.934, 321.903, 197.928, 197.927, 114.961, 96.951, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 114.961, 197.927, 96.951, 114.961, 96.951, 106.945, 349.934, 321.902, 197.927, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 114.961, 197.927, 96.951, 114.961, 96.951, 106.945, 321.902, 293.871, 197.928]",42
CN1C=CNC1=S,"[115.033, 57.057, 56.049, 115.033, 115.032, 115.033, 116.037, 117.029]",146
O=NN1CCOCC1,"[117.066, 87.068, 59.049, 117.066, 87.068, 86.06, 117.066, 87.068, 86.06, 117.066, 87.068, 86.06, 117.066, 86.06, 87.068, 86.06, 117.066, 87.068, 86.06, 57.057, 117.066, 117.066, 86.06, 87.068, 117.066, 86.061, 87.068, 87.068, 86.06, 57.057, 87.068, 86.06, 57.057]",29
c1c(ccc2ccccc21)Nc1ccccc1,"[220.112, 143.073, 92.049, 220.112, 205.089, 143.073, 220.112, 143.073, 205.089]",108
Oc1cc2OC(c3cc(O)c(O)cc3)=C(O)C(=O)c2c(O)c1,"[303.05, 229.05, 153.018]",316.5
CCNc1[n]c(Cl)[n]c(NCC)[n]1,"[202.085, 204.082, 203.087, 202.085, 132.031, 124.086, 132.031, 124.087, 202.084, 146.023, 202.085, 79.006, 124.087, 202.086, 132.032, 202.085, 124.087, 202.086, 124.087, 132.032, 202.086, 132.032, 124.087, 132.032, 202.085, 124.087, 104.001, 68.024, 132.032, 68.024, 104.001, 96.056, 202.085, 71.06, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 202.085, 132.032, 124.087, 104.001, 68.024, 96.056, 104.001, 68.024, 96.056, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 104.001, 96.055, 132.032, 202.085, 124.087, 132.032, 124.087, 132.032, 174.054]",226
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"[336.117, 336.117]",49
c1ccccc1Nc1ccccc1,"[170.096, 93.057, 92.049, 170.096, 92.049, 93.057, 170.096, 93.057, 92.049, 170.096, 93.057, 92.049, 170.096, 93.057, 92.049, 93.057, 92.049, 170.096, 93.057, 92.049, 65.039]",52.9
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"[204.961, 204.961, 261.024, 206.956, 204.961, 261.023, 187.933, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 261.023, 204.961, 261.023, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 206.956]",158
Cc1[nH]cc[n]1,[83.06],144
CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,"[286.003, 214.018, 217.977, 217.977, 286.003, 214.018, 173.987, 217.977, 179.049, 173.987, 217.977, 164.026, 173.987, 144.081, 164.026, 173.987, 164.026, 144.081]",108
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc43)[C@@H]1CCC2=O,"[271.169, 253.159, 199.112]",260.2
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"[284.142, 252.115, 254.112, 252.115, 254.112, 253.118, 176.143, 252.115, 254.112, 176.143, 134.095, 133.088, 134.095, 146.095, 176.142, 252.115, 176.143, 284.141, 252.115, 212.085, 284.142, 252.115, 176.143, 252.115, 284.14, 176.143, 252.115, 176.143, 212.084, 176.144, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 133.089, 91.054, 284.141, 252.115, 252.115, 284.141, 176.143, 252.115, 176.143, 212.084, 176.143, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 91.054, 133.089, 252.115, 176.143, 252.115, 134.096, 134.096, 176.143, 133.089, 252.115, 212.084, 252.115]",-51.05
Oc1[n]c[n]c2[nH][n]cc21,"[137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 137.046, 110.035, 94.04, 110.035, 137.046, 94.04]",350
NC(=O)N1c2ccccc2C=Cc2ccccc12,"[237.102, 238.105, 194.096, 194.096, 237.102, 192.081, 194.096, 193.087, 195.099, 194.096, 193.088, 192.08, 193.088, 192.08, 165.069, 194.096, 220.075, 192.081, 237.102, 194.096, 192.081, 237.102, 194.096, 192.081, 194.096, 192.081, 237.102, 194.096, 192.081, 193.088, 194.096, 192.081, 193.088, 193.088, 194.096, 179.073, 237.102, 194.096, 192.081, 237.102, 194.096, 192.081, 194.096, 192.081, 237.102, 194.096, 192.081, 193.089, 194.096, 192.081, 193.088, 193.088, 194.096, 179.073, 194.096, 220.075, 192.081, 194.096, 220.076, 192.081, 194.096, 220.075, 192.081]",190.2
OC(=O)COCCN1CCN(CC1)C(c1ccc(Cl)cc1)c1ccccc1,"[201.047, 166.078, 389.163, 201.047, 187.108, 166.077, 389.162, 201.046, 187.107, 201.046, 187.107, 165.068, 201.046, 166.077, 165.07, 201.046, 166.077, 165.07, 166.077, 165.07, 201.046, 165.07, 166.077, 199.03, 389.162, 201.046, 187.107, 201.046, 187.108, 166.077, 201.046, 166.077, 165.07, 201.046, 166.077, 165.07, 166.077, 165.07, 201.046, 165.07, 166.077, 201.047, 201.046, 187.107, 166.077, 201.047, 166.078, 165.07, 166.078, 165.07, 201.047, 201.047, 166.078, 187.108, 201.047, 166.078, 187.108]",112.5
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,"[321.994, 243.021, 241.005, 321.994, 243.021, 241.005, 243.021, 241.005, 321.994, 243.021, 241.005, 185.015, 185.015, 152.062, 79.98, 150.047, 152.062, 79.98]",239
CN(C)CCOC(c1ccccc1)c1ccccc1,"[296.07, 134.06, 198.022, 167.085, 88.076, 165.07, 167.085, 165.07, 88.076, 167.085, 165.07, 152.062, 167.085, 165.07, 152.062, 152.062, 165.07, 167.085, 165.07, 152.062, 166.078, 165.07, 152.062, 128.062, 165.07, 152.062, 115.054, 165.07, 115.054, 163.054, 167.086, 167.086]",168
CO[C@]1(C)C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@H]2C)O[C@@H](C)[C@@H]1O,"[158.117, 734.47, 576.385, 158.117, 576.374, 158.118, 159.12, 158.118, 576.375, 522.343, 716.458, 734.468, 158.118, 158.118, 83.049, 116.107, 83.049, 158.117, 116.107, 83.049, 83.049, 83.049, 734.468, 158.118, 158.118, 83.049, 116.107, 83.049, 158.117, 116.107, 83.049, 116.07, 116.107, 83.049, 72.081, 83.049, 576.374, 522.342, 716.458]",191
C[C@@H](N)[C@@H](O)c1ccccc1,"[134.095, 117.069, 115.053]",101.25
Nc1ccc(cc1)S(N)(=O)=O,"[173.038, 156.012, 125.048]",165.5
COc1c(C(O)=O)c(Cl)ccc1Cl,"[202.966, 202.965, 202.967, 202.966, 202.966, 202.966]",115
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,"[171.088, 253.166, 71.06, 253.166, 171.088, 71.06, 171.088, 253.166, 71.06, 171.088, 71.06, 85.076, 71.06, 171.088, 85.076, 71.06, 85.076, 171.088, 71.06, 85.076, 83.024, 71.06, 85.076, 58.065, 71.06, 69.045, 85.076, 69.045, 71.06, 55.029]",116
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,"[308.001, 70.029, 70.065, 308.001, 265.953, 308.0, 265.954, 376.04, 308.0, 70.029, 265.953, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.96, 308.0, 265.953, 376.038, 308.0, 70.029, 265.954, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.961, 308.0, 265.953, 308.001, 265.954, 70.029, 308.001, 70.029, 265.954, 70.029, 70.065, 194.917, 70.029, 70.065, 166.922, 282.021, 308.0, 180.113, 282.021, 308.001, 180.113]",48
CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[200.097, 158.05, 242.143, 242.144, 158.049, 242.144, 200.097, 158.049, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.049, 68.024, 116.028, 242.144, 200.097, 227.12, 242.144, 200.096, 158.05, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.05, 68.024, 116.028, 200.097, 158.05, 242.143, 158.049, 200.096, 242.143, 158.049, 116.028, 85.051, 200.096, 158.049, 242.143, 200.096, 158.049, 152.118]",119
CC(C)N(C(=O)CCl)c1ccccc1,"[212.083, 170.036, 214.08, 170.036, 172.033, 171.039, 170.036, 172.033, 152.025, 152.025, 170.036, 172.033, 170.037, 212.084, 94.065, 170.037, 152.026, 212.085, 212.084, 170.037, 152.025, 170.037, 212.084, 152.026, 170.037, 152.026, 212.083, 170.037, 94.065, 106.065, 94.065, 106.065, 170.037, 94.065, 106.065, 77.038, 212.084, 170.037, 152.026, 170.037, 212.084, 152.026, 170.037, 212.084, 152.026, 170.037, 94.065, 106.065, 94.065, 106.065, 170.037, 94.065, 106.065, 77.039, 170.037, 152.026, 212.084]",77
CC(=O)C=Cc1ccccc1,"[147.08, 129.07, 128.062]",41.75
CCCCN(CCCC)CCCC,"[186.221, 130.159, 74.096, 186.221, 130.159, 74.096, 186.222, 130.159, 74.096, 186.222, 130.159, 74.096, 130.159, 186.222, 57.07, 57.07, 130.159, 74.096]",-70
O=C(Nc1cc(Cl)c(Cl)cc1)Nc1ccc(Cl)cc1,"[314.985, 127.018, 161.987, 161.987, 128.026, 127.018, 314.985, 128.026, 161.987, 314.985, 161.987, 128.026, 161.987, 128.026, 127.018, 127.018, 93.057, 128.026, 127.018, 93.057, 126.01, 127.018, 93.057, 126.01, 314.985, 161.987, 128.026, 314.985, 161.987, 128.026, 161.987, 128.026, 127.018, 127.018, 93.057, 128.026, 127.018, 93.057, 126.01, 127.018, 93.057, 126.01, 161.987, 128.026, 127.018]",255.6
CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,"[230.116, 232.113, 174.053, 174.053, 176.05, 230.116, 174.053, 176.05, 132.031, 174.053, 132.031, 146.022, 174.054, 230.117, 96.056, 174.054, 230.117, 230.117, 174.054, 79.006, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 68.024, 104.001, 79.006, 230.117, 174.054, 230.117, 174.054, 132.032, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 174.054, 132.032, 146.023, 104.001, 174.054, 96.055, 174.054, 230.117, 174.054]",178
C=CCN(CC=C)C(=O)C(Cl)Cl,"[208.03, 210.027, 139.967, 139.966, 208.03, 141.962]",5.5
Oc1ccc(cc1)/C=C/c1cc(O)cc(O)c1,"[229.086, 135.044, 119.049, 107.049, 135.044, 91.054, 107.049, 91.054, 165.07, 107.049, 91.054, 165.07]",254
CC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(cc1Cl)Oc1ccc(Cl)cc1,"[251.002, 406.072, 337.039, 337.039, 251.002, 291.033, 406.072, 337.039, 251.003, 251.003, 337.039, 406.073, 251.002, 264.982, 291.034, 251.002, 188.039, 223.007, 251.003, 188.039, 139.006, 139.006, 188.039, 141.01, 406.071, 337.039, 251.002, 337.039, 406.072, 251.002, 264.981, 291.033, 251.002, 188.039, 223.007, 188.039, 251.002, 139.006, 139.006, 188.039, 153.07, 337.039, 251.002, 291.034]",76
CCOP(=O)(SCCC)SCCC,"[215.033, 243.064, 172.986, 172.986, 130.939, 114.961, 130.939, 114.961, 172.986, 130.939, 114.961, 96.951, 114.961, 96.951, 130.939, 114.961, 96.951, 130.939, 114.961, 96.951, 64.979, 64.979, 114.961, 94.918, 64.979, 94.917, 114.961]",-13
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,"[376.148, 378.145, 377.151, 376.14, 165.066, 377.144, 165.07, 123.023, 166.074, 165.071, 123.024, 166.074, 123.023, 165.07, 124.027, 376.148, 358.137, 165.071, 165.071, 376.148, 358.137, 165.071, 123.024, 358.137, 123.024, 165.071, 113.04, 123.024, 123.035, 165.071, 123.024, 123.035, 113.04, 123.035, 113.04, 123.024, 75.023, 123.035, 113.04, 75.023, 74.015, 123.035]",151.5
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)C[n]1c[n]c[n]1,"[70.04, 320.152, 125.015, 320.152, 70.04, 125.015, 70.04, 320.152, 125.015, 70.04, 125.015, 177.047, 70.04, 125.015, 95.085, 70.04, 125.015, 142.078, 70.04, 125.015, 89.039]",111.5
Nc1c(c(C#N)[n][n]1-c1c(Cl)cc(cc1Cl)C(F)(F)F)S(=O)C(F)(F)F,"[367.95, 436.944, 367.95, 367.95, 289.976, 254.968, 254.97, 289.976, 221.009, 254.97, 221.009, 262.966, 221.009, 239.959, 254.968, 239.958, 185.032, 212.947, 436.945, 367.95, 367.95, 289.975, 254.97, 254.97, 289.976, 280.976, 254.97, 221.009, 239.958, 254.97, 239.96, 262.964, 212.948, 185.032, 227.959, 367.95]",200.5
CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C,"[297.16, 196.18, 133.065, 196.178, 133.065, 133.064, 105.07, 196.18, 297.16, 133.065, 196.18, 133.065, 196.18, 133.065, 196.181, 133.065, 105.07, 133.076, 133.065, 105.07, 133.076, 105.07, 79.054, 133.065, 297.16, 203.154, 196.178]",191
CNC(=O)CSP(=O)(OC)OC,"[214.031, 182.988, 196.02, 124.982, 154.993, 142.993, 124.983, 142.993, 154.993, 124.983, 142.993, 127.016, 124.983, 142.993, 127.016]",-28
CC(C)(C)c1ccc(CCOc2[n]c[n]c3ccccc32)cc1,"[307.18, 161.132, 57.069]",78.5
COC(=O)Nc1[nH]c2ccc(cc2[n]1)C(=O)c1ccccc1,"[296.103, 297.106, 264.077, 264.077, 296.103, 265.081, 264.077, 265.08, 296.104, 264.077, 265.08, 186.03, 264.078, 159.042, 160.05, 264.077, 296.103, 105.034, 296.103, 264.077, 264.077, 296.103, 105.033, 264.077, 105.034, 296.103, 264.077, 105.034, 95.049, 105.034, 264.077, 95.049, 105.034, 95.049, 105.045, 95.049, 105.045, 77.039, 105.045, 95.049, 77.039, 51.023, 50.015, 77.026]",288.5
COc1c(C/C=C(\C)/CCC(O)=O)c(O)c2c(COC2=O)c1C,"[207.065, 321.133, 303.123, 303.123, 321.134, 303.123, 321.133, 207.065, 207.065, 303.123, 275.128, 207.065, 159.044, 195.065, 207.065, 159.044, 177.054, 159.044, 207.065, 91.054, 159.044, 103.054, 91.054, 303.123, 321.133, 207.065, 207.065, 303.123, 275.128, 207.065, 159.044, 195.065, 207.065, 159.044, 177.055, 159.044, 207.065, 91.054, 159.044, 103.054, 91.054, 303.123, 321.133, 275.127, 199.076, 199.075, 203.06, 265.009, 234.999, 203.06, 265.009, 234.999]",141
CN1CCN(CC1)C(=O)OC1c2[n]cc[n]c2C(=O)N1c1ccc(Cl)c[n]1,"[245.022, 217.028, 263.033, 245.023, 345.123, 263.033, 245.023, 263.033, 217.028, 217.028, 245.023, 139.006, 217.028, 130.006, 139.006, 130.006, 217.028, 139.006, 130.006, 111.995, 139.006, 130.006, 76.018, 111.995, 76.018, 111.995, 130.006, 76.018, 75.01, 84.984]",178
Cc1[n]c(N)[n]c([n]1)OC,"[141.076, 121.038, 141.076, 121.038, 141.077, 141.077, 57.045, 85.04, 141.077, 141.077, 56.049, 57.044, 141.077, 57.045, 100.05, 141.077, 57.045, 100.05, 141.077, 57.045, 100.05, 57.045, 141.077, 100.05, 141.077, 56.049, 57.045, 141.077, 56.049, 57.045, 141.077, 57.045, 100.05, 141.077, 57.045, 100.05, 141.077, 57.045, 100.05, 57.045, 141.077, 100.05, 141.077, 57.045, 85.04]",259.5
O=C(Nc1ccc(F)cc1F)c1ccc[n]c1Oc1cc(ccc1)C(F)(F)F,"[266.042, 395.082, 246.036, 266.042, 375.075, 246.036, 395.081, 266.042, 395.081, 375.075, 266.042, 246.036, 233.053, 266.042, 246.036, 238.047, 238.047, 218.041, 183.042, 218.041, 169.052, 190.046, 395.081, 219.048, 266.042, 395.081, 375.074, 266.042, 246.036, 233.052, 266.042, 238.047, 246.036, 238.047, 218.041, 266.042, 218.041, 183.042, 169.052, 266.042, 375.075, 246.036, 266.043, 246.036, 238.048, 218.041, 238.048, 183.042, 266.042, 375.075, 246.036, 266.042, 375.075, 246.036]",160
Cc1cc(C#CC)[n]c(Nc2ccccc2)[n]1,"[224.119, 106.065, 223.11, 224.119, 106.065, 183.092, 224.119, 106.065, 209.095, 224.119, 106.065, 209.095, 106.065, 224.119, 104.05, 106.065, 95.049, 79.054]",132.8
CNC1C[N+]([O-])=C(c2cc(Cl)ccc2N=1)c1ccccc1,"[282.08, 283.087, 227.05]",236.2
O[C@]12CCC(=O)[C@@H]3Oc4c5c(C[C@H]1N(CC1CC1)CC[C@]253)ccc4O,"[324.16, 270.112, 282.113, 342.17, 342.17, 324.159, 267.126, 324.159, 270.112, 342.169, 267.125, 324.159, 270.112, 212.071, 267.125, 55.054, 212.071, 55.054, 161.059, 342.17, 324.16, 342.17, 324.159, 267.125, 324.159, 270.112, 342.17, 267.125, 324.159, 270.112, 212.071, 267.125, 228.102, 212.071, 55.054, 161.06, 324.159, 270.112, 282.112]",169
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)c1ccco1,"[270.113, 242.118, 302.139, 242.118, 95.013, 270.113, 95.013, 242.118, 146.096, 95.013, 242.118, 83.013, 95.013, 83.013, 105.07, 95.013, 83.013, 105.07]",70
Oc1cc2c(cc1)C(=O)c1ccccc1C2=O,"[197.06, 153.07, 105.033, 197.06, 153.07, 169.065]",306
Cc1cccc(C)c1N(C[n]1ccc[n]1)C(=O)CCl,"[210.068, 212.064, 278.105, 134.096, 210.068, 135.099, 134.096, 135.099, 210.068, 134.096, 135.099, 132.08, 134.096, 135.099, 132.08, 134.096, 210.068, 278.106, 210.069, 134.097, 76.978, 210.068, 134.097, 278.106, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 79.054, 210.068, 134.097, 278.105, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.096, 105.07, 76.979, 134.096, 105.07, 79.054, 210.068, 134.096, 134.096, 76.979, 134.096, 76.979, 210.068, 134.096, 210.068, 134.096, 210.068, 134.096]",85
c1c2c(ccc3ccccc32)[n]c2ccc3ccccc3c21,"[280.112, 279.104, 278.096, 280.112, 279.104, 278.096]",216
c1[n][nH]c2ccccc21,"[119.06, 92.049, 65.039]",148
CC(=O)Oc1ccccc1C(O)=O,"[149.023, 163.039, 181.049, 149.023, 163.039, 181.049, 149.023, 163.039, 121.028, 149.023, 163.039, 121.028, 149.023, 121.028, 65.038, 65.038, 121.028, 95.049, 65.038, 92.025, 95.049, 65.038, 92.025, 63.023, 63.023, 51.023, 65.038]",135
